heading_id,description,guide,guide_id,fqcc,sid
8502,Electric generating sets and rotary converters,Electrical equipment,6,8502000000,49639
8503,Parts suitable for use solely or principally with the machines of heading 8501 or 8502,Electrical equipment,6,8503000000,49668
8504,"Electrical transformers, static converters (for example, rectifiers) and inductors",Electrical equipment,6,8504000000,49682
8505,"Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electromagnetic or permanent magnet chucks, clamps and similar holding devices; electromagnetic couplings, clutches and brakes; electromagnetic lifting heads",Electrical equipment,6,8505000000,49749
8508,Vacuum cleaners,Electrical equipment,6,8508000000,86654
8509,"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508",Electrical equipment,6,8509000000,49905
8510,"Shavers, hair clippers and hair-removing appliances, with self-contained electric motor",Electrical equipment,6,8510000000,49916
8511,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cut-outs of a kind used in conjunction with such engines",Electrical equipment,6,8511000000,49920
8512,"Electrical lighting or signalling equipment (excluding articles of heading 8539), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles",Electric lamps,7,8512000000,49942
8513,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 8512",Electric lamps,7,8513000000,49952
8514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss,Electrical equipment,6,8514000000,49955
8515,"Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and apparatus for hot spraying of metals or cermets",Electrical equipment,6,8515000000,49974
8516,"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electrothermic hairdressing apparatus (for example, hairdryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electrothermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 8545",Electrical equipment,6,8516000000,50001
8517,"Electrical apparatus for line telephony or line telegraphy, including line telephone sets with cordless handsets and telecommunication apparatus for carrier -current line systems or for digital line systems; videophones",Electrical equipment,6,8517000000,50047
8518,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones, earphones and combined microphone/speaker sets; audio-frequency electric amplifiers; electric sound amplifier sets",Audio and video equipment for import and export,2,8518000000,50091
8519,Sound recording or sound reproducing apparatus,Audio and video equipment for import and export,2,8519000000,50126
8521,Video recording or reproducing apparatus,Audio and video equipment for import and export,2,8521000000,50181
8522,Parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521,Audio and video equipment for import and export,2,8522000000,50201
8523,"Discs, tapes, solid-state non-volatile storage devices, 'smart cards' and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37",Computers and software,4,8523000000,50224
8524,"Flat panel display modules, whether or not incorporating touch-sensitive screens",Electrical equipment,6,8524000000,107188
8525,"Transmission apparatus for radio-telephony, radio-telegraphy, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras",Electrical equipment,6,8525000000,50280
8526,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",Aircraft parts,1,8526000000,50294
8527,"Reception apparatus for radio-telephony, radio-telegraphy or radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",Aircraft parts,1,8527000000,50310
8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",Electrical equipment,6,8528000000,50350
8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,Electrical equipment,6,8529000000,50452
8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608)",Electrical equipment,6,8530000000,50501
8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",Electrical equipment,6,8531000000,50505
8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",Electrical equipment,6,8532000000,50561
8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",Electrical equipment,6,8533000000,50616
8534,Printed circuits,Electrical equipment,6,8534000000,50657
8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1 000 V",Electrical equipment,6,8535000000,50683
8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1 000 V; connectors for optical fibres, optical fibre bundles or cables",Electrical equipment,6,8536000000,50711
8537,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of Chapter 90, and numerical control apparatus, other than switching apparatus of heading 8517",Electrical equipment,6,8537000000,50824
8538,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",Electrical equipment,6,8538000000,50853
8539,"Electric filament or discharge lamps, including sealed beam lamp units and ultraviolet or infra-red lamps; arc lamps",Electric lamps,7,8539000000,50867
8540,"Thermionic, cold cathode or photocathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode ray tubes, television camera tubes)",Electrical equipment,6,8540000000,50931
8541,"Semiconductor devices (for example, diodes, transistors, semiconductor-based transducers); photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED), whether or not assembled with other light-emitting diodes (LED); mounted piezo-electric crystals",Electric lamps,7,8541000000,51101
8542,Electronic integrated circuits and microassemblies,Electrical equipment,6,8542000000,51173
8543,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter",Electrical equipment,6,8543000000,52805
8544,"Insulated (including enamelled or anodised) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",Electrical equipment,6,8544000000,52840
8602,Other rail locomotives; locomotive tenders,"Vehicles, parts and accessories",21,8602000000,52939
8603,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604","Vehicles, parts and accessories",21,8603000000,52942
8604,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)","Vehicles, parts and accessories",21,8604000000,52945
8605,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604)","Vehicles, parts and accessories",21,8605000000,52946
8606,"Railway or tramway goods vans and wagons, not self-propelled","Vehicles, parts and accessories",21,8606000000,52947
8607,Parts of railway or tramway locomotives or rolling stock,"Vehicles, parts and accessories",21,8607000000,52957
8608,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing","Vehicles, parts and accessories",21,8608000000,53005
8609,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport,"Vehicles, parts and accessories",21,8609000000,53012
8701,Tractors (other than tractors of heading 8709),"Vehicles, parts and accessories",21,8701000000,53016
8702,"Motor vehicles for the transport of ten or more persons, including the driver","Vehicles, parts and accessories",21,8702000000,53036
8703,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars","Vehicles, parts and accessories",21,8703000000,53053
8704,Motor vehicles for the transport of goods,"Vehicles, parts and accessories",21,8704000000,53107
8705,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological units)","Vehicles, parts and accessories",21,8705000000,53149
8706,"Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705","Vehicles, parts and accessories",21,8706000000,53158
8707,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705","Vehicles, parts and accessories",21,8707000000,53165
8708,Parts and accessories of the motor vehicles of headings 8701 to 8705,"Vehicles, parts and accessories",21,8708000000,53172
8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles","Vehicles, parts and accessories",21,8709000000,53236
8710,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles","Vehicles, parts and accessories",21,8710000000,53247
8711,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars","Vehicles, parts and accessories",21,8711000000,53248
8712,"Bicycles and other cycles (including delivery tricycles), not motorised","Vehicles, parts and accessories",21,8712000000,53273
8713,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled","Vehicles, parts and accessories",21,8713000000,53279
8714,Parts and accessories of vehicles of headings 8711 to 8713,"Vehicles, parts and accessories",21,8714000000,53282
8715,Baby carriages and parts thereof,"Vehicles, parts and accessories",21,8715000000,53312
8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof","Vehicles, parts and accessories",21,8716000000,53315
8801,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",Aircraft parts,1,8801000000,53345
8802,"Other aircraft (for example, helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",Aircraft parts,1,8802000000,53354
8804,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,Aircraft parts,1,8804000000,53395
8805,Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles,Aircraft parts,1,8805000000,53396
8806,Unmanned aircraft,Aircraft parts,1,8806000000,107324
8807,"Parts of goods of heading 8801, 8802 or 8806",Aircraft parts,1,8807000000,107355
9014,Direction finding compasses; other navigational instruments and appliances,Aircraft parts,1,9014000000,53666
9031,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter; profile projectors",Aircraft parts,1,9031000000,53971
9503,"Other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds","Toys, games and sports equipment",20,9503000000,54491
9504,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment","Toys, games and sports equipment",20,9504000000,54540
9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes","Toys, games and sports equipment",20,9505000000,54557
9705,"Collections and collectors’ pieces of archaeological, ethnographic, historical, zoological, botanical, mineralogical, anatomical, paleontological or numismatic interest",Ceramics,3,9705000000,54755
